item,itemLabel,position,positionLabel,start,end,cabinet,cabinetLabel,ordinal,replaces,replacesLabel,replacedBy,replacedByLabel,nature,natureLabel,source,sourceName,statedName,psid
Q561812,Lalu Prasad Yadav,Q6866301,Minister of Railways,2004-05-24T00:00:00Z,2009-05-23T00:00:00Z,,,,Q122304,Nitish Kumar,Q465041,Mamata Banerjee,,,,,,Q561812-94DF4597-2F4C-44BF-B7C9-F750FEFC7F08
Q295713,Liaquat Ali Khan,Q1416501,Minister of Finance,1946-10-29T00:00:00Z,1947-08-14T00:00:00Z,,,,,,Q3532049,R. K. Shanmukham Chetty,,,,,,Q295713-CB6D804E-3A1E-400F-A24C-155B535B27A0
Q3634250,M. C. Chagla,Q313465,Minister of External Affairs,1966-11-14T00:00:00Z,1967-09-05T00:00:00Z,,,,Q1034290,Swaran Singh,Q1149,Indira Gandhi,,,,,,Q3634250-8425e7f8-4bdd-b0be-70cf-89192de96f5f
Q6727271,Madhav Singh Solanki,Q313465,Minister of External Affairs,1991-06-21T00:00:00Z,1992-03-31T00:00:00Z,,,,Q334279,Chandra Shekhar,Q275146,P. V. Narasimha Rao,,,,,,Q6727271-7282a5e4-4b78-bc36-66cc-587ca70929d8
Q1854649,Madhavrao Scindia,Q6866301,Minister of Railways,,,,,,,,,,,,,,,Q1854649-ED6EE632-DC8C-422B-932D-C4A6E89ED958
Q339715,Madhu Dandavate,Q1416501,Minister of Finance,1989-12-05T00:00:00Z,1990-11-10T00:00:00Z,,,,,,,,,,,,,Q339715-51076ac2-4075-f7ee-f046-3a6a7ca57f82
Q465041,Mamata Banerjee,Q6866301,Minister of Railways,1999-10-13T00:00:00Z,2001-03-15T00:00:00Z,Q7784995,Third Vajpayee Ministry,,Q6002323,Ram Naik,Q122304,Nitish Kumar,,,,,,Q465041-03db6543-4c04-6c66-5e6f-c5a20b61cade
Q465041,Mamata Banerjee,Q6866301,Minister of Railways,2009-05-22T00:00:00Z,2011-05-19T00:00:00Z,Q16933786,Second Manmohan Singh ministry,,Q561812,Lalu Prasad Yadav,Q3525366,Dinesh Trivedi,,,,,,Q465041-2C639675-5408-4A64-B1FC-1D8B637FFBF2
Q41914,Manmohan Singh,Q313465,Minister of External Affairs,2005-12-06T00:00:00Z,2006-10-24T00:00:00Z,,,,Q1285090,K. Natwar Singh,Q57446,Pranab Mukherjee,,,,,,Q41914-9ab41b2a-4605-54b6-b047-3173d761eaea
Q41914,Manmohan Singh,Q1416501,Minister of Finance,1991-06-21T00:00:00Z,1996-05-16T00:00:00Z,,,,Q2723759,Yashwant Sinha,Q3518489,Jaswant Singh,,,,,,Q41914-28B12598-B8C7-4A46-8227-2DA2DDE969C4
Q41914,Manmohan Singh,Q192711,Prime minister of India,2004-05-22T00:00:00Z,2014-05-26T00:00:00Z,,,13,Q233289,Atal Bihari Vajpayee,Q1058,Narendra Modi,,,,,,Q41914-e11ac79d-4d61-91cf-6a4f-e40f4fbc3c51
Q1391309,Manohar Parrikar,Q3533315,Minister of Defence of India,2014-11-09T00:00:00Z,2017-03-13T00:00:00Z,,,,Q3629480,Arun Jaitley,Q3629480,Arun Jaitley,,,,,,Q1391309-696929b4-40e5-e0af-38c5-2c34da95fb85
Q218661,Morarji Desai,Q1708557,Deputy Prime Minister of India,1967-03-13T00:00:00Z,1969-07-16T00:00:00Z,,,2,Q9455,Vallabhbhai Patel,Q1471625,Jagjivan Ram,,,,,,Q218661-FD8EFB5E-5104-41C1-ABC8-4AB079629605
Q218661,Morarji Desai,Q1416501,Minister of Finance,1967-03-13T00:00:00Z,1969-07-16T00:00:00Z,,,,Q7396754,Sachindra Chaudhuri,Q1149,Indira Gandhi,,,,,,Q218661-67BE53FC-7BD0-45A9-9073-938B476DDBAA
Q218661,Morarji Desai,Q3440901,Minister of Home Affairs,1978-07-01T00:00:00Z,1979-07-28T00:00:00Z,,,,Q319824,Charan Singh,Q1764541,Yashwantrao Chavan,,,,,,Q218661-C32CAA5D-612C-4EB4-9580-CA350852679B
Q218661,Morarji Desai,Q192711,Prime minister of India,1977-03-24T00:00:00Z,1979-07-28T00:00:00Z,,,4,Q1149,Indira Gandhi,Q319824,Charan Singh,,,,,,Q218661-7a9ec5b3-4a8a-54f9-e8ff-a6e033dc6dd4
Q6095720,Mufti Mohammad Sayeed,Q3440901,Minister of Home Affairs,1989-12-02T00:00:00Z,1990-11-10T00:00:00Z,,,,Q7423687,Buta Singh,Q334279,Chandra Shekhar,,,,,,Q6095720-F8C46F6D-4DC4-49A6-82FF-49DE08D36515
Q16119431,Muhanned Salman Al Saadi,Q16934521,Minister of Water Resources,2010-12-22T00:00:00Z,2014-01-01T00:00:00Z,,,,,,,,,,,,,Q16119431-5cf801c8-49c8-2d7e-d6de-b0244edd1875
Q3764667,Muppavarapu Venkaiah Naidu,Q6866188,Minister of Housing and Urban Poverty Alleviation,2014-05-26T00:00:00Z,,,,,,,,,,,,,,Q3764667-8c66dac8-4ac2-72cd-e9f5-e0af655d627b
Q3764667,Muppavarapu Venkaiah Naidu,Q6866209,Minister of Information and Broadcasting,2016-07-05T00:00:00Z,2017-07-17T00:00:00Z,,,,,,,,,,,,,Q3764667-06e66fa8-46e7-30ad-f1c0-bbcb75b6b7c2
Q3764667,Muppavarapu Venkaiah Naidu,Q6866273,Minister of Parliamentary Affairs,2014-05-26T00:00:00Z,2016-07-05T00:00:00Z,,,,Q1287413,Kamal Nath,Q4751468,Ananth Kumar,,,,,,Q3764667-FE014F22-716C-47E7-9618-E1090F33DF34
Q3764667,Muppavarapu Venkaiah Naidu,Q16874648,Minister of Rural Development,2000-09-30T00:00:00Z,2002-06-30T00:00:00Z,,,,Q7321222,Sunder Lal Patwa,Q3595229,Kashiram Rana,,,,,,Q3764667-5ef1e0f5-4e05-5cb5-5877-bf10c9b723e3
Q3764667,Muppavarapu Venkaiah Naidu,Q16868002,Minister of Urban Development (India),2014-05-26T00:00:00Z,2017-07-17T00:00:00Z,,,,Q1287413,Kamal Nath,Q6965799,Narendra Singh Tomar,,,,,,Q3764667-55D51C3B-F722-46E6-B828-2E8FC7AB2855
Q2604936,Murli Manohar Joshi,Q3440901,Minister of Home Affairs,1996-05-16T00:00:00Z,1996-06-01T00:00:00Z,,,,,,,,,,,,,Q2604936-7032e613-41b5-2280-afef-28cc888b8fe8
Q2604936,Murli Manohar Joshi,Q4294642,Ministry of Education,1998-05-19T00:00:00Z,2004-05-22T00:00:00Z,,,,,,Q3309208,Arjun Singh,,,,,,Q2604936-0F533E75-B89E-488B-9E57-C2E9F00B78E8
Q3520007,N. D. Tiwari,Q313465,Minister of External Affairs,1986-10-22T00:00:00Z,1987-07-25T00:00:00Z,,,,Q7117543,P. Shiv Shankar,Q4593,Rajiv Gandhi,,,,,,Q3520007-d9758110-4dbb-c6a4-e79f-37a547a09c36
Q1058,Narendra Modi,Q192711,Prime minister of India,2014-05-26T00:00:00Z,,,,15,Q41914,Manmohan Singh,,,,,,,,Q1058-ddad0908-4e1d-35fb-5013-ab40b9934572
Q6965799,Narendra Singh Tomar,Q6866250,Minister of Mines,2014-05-26T00:00:00Z,2016-07-05T00:00:00Z,,,,Q5278713,Dinsha Patel,Q7199798,Piyush Goyal,,,,,,Q6965799-4f3ce23b-45ef-6732-6dc2-aaec3ca1f34e
Q6965799,Narendra Singh Tomar,Q16874648,Minister of Rural Development,2016-07-05T00:00:00Z,,,,,,,,,,,,,,Q6965799-1e06ce8b-4c8f-4765-2011-0106bd654487
Q7040049,Nirmala Sitaraman,Q6866058,Minister of Commerce and Industry,2014-05-26T00:00:00Z,2017-09-03T00:00:00Z,,,,Q755831,Anand Sharma,Q7645772,Suresh Prabhu,,,,,,Q7040049-5d1dbe14-40f8-cae6-2598-943017b72e2f
Q7040049,Nirmala Sitaraman,Q3533315,Minister of Defence of India,2017-09-03T00:00:00Z,2019-05-30T00:00:00Z,,,,Q3629480,Arun Jaitley,Q3506475,Rajnath Singh,,,,,,Q7040049-e5aace72-4f31-f952-69d4-60744eb6e0aa
Q7040049,Nirmala Sitaraman,Q1416501,Minister of Finance,2019-05-31T00:00:00Z,,,,,Q3629480,Arun Jaitley,,,,,,,,Q7040049-22ac3e8a-4f5f-e0c4-d1c9-439631b1d763
Q3504520,Nitin Gadkari,Q108559630,"Minister of Micro, Small and Medium Enterprises",2019-05-30T00:00:00Z,2021-07-07T00:00:00Z,,,,Q16736894,Giriraj Singh,Q3631470,Narayan Rane,,,,,,Q3504520-EC9084C6-D1B4-4BB4-BFE9-AD72A081C250
Q3504520,Nitin Gadkari,Q6866308,Minister of Road Transport and Highways,2014-05-26T00:00:00Z,2019-05-30T00:00:00Z,,,,Q3532853,G. K. Vasan,Q21170728,Mansukh L. Mandaviya,,,,,,Q3504520-19B747EA-7B17-43C8-8A64-ED24228FDADC
Q3504520,Nitin Gadkari,Q16875646,Minister of Shipping (India),2014-05-26T00:00:00Z,,,,,Q3532853,G. K. Vasan,,,,,,,,Q3504520-338ce785-4cc6-357c-60ea-2b65aed963fc
Q377358,P. Chidambaram,Q1416501,Minister of Finance,2004-05-22T00:00:00Z,2008-11-30T00:00:00Z,,,,,,,,,,,,,Q377358-f0899d31-411c-066a-5f8e-bc0504de791a
Q377358,P. Chidambaram,Q1416501,Minister of Finance,2012-07-31T00:00:00Z,2014-05-17T00:00:00Z,,,,Q41914,Manmohan Singh,Q3629480,Arun Jaitley,,,,,,Q377358-04278F08-E5B8-4E96-8ADF-24FB78E8D1AD
Q377358,P. Chidambaram,Q3440901,Minister of Home Affairs,1997-05-01T00:00:00Z,1998-03-19T00:00:00Z,,,,Q248484,I. K. Gujral,Q2723759,Yashwant Sinha,,,,,,Q377358-68E124C3-AF68-40B5-8F8D-F616B587E7DC
Q7117543,P. Shiv Shankar,Q313465,Minister of External Affairs,1986-05-12T00:00:00Z,1986-10-22T00:00:00Z,,,,Q2604943,Bali Ram Bhagat,Q3520007,N. D. Tiwari,,,,,,Q7117543-cb72cd17-4fb3-89b3-83fa-f0abe404c7c7
Q275146,P. V. Narasimha Rao,Q3533315,Minister of Defence of India,1993-03-06T00:00:00Z,1996-05-16T00:00:00Z,,,,,,,,,,,,,Q275146-7df7b4df-4488-b231-86a7-5a6228d00a5e
Q275146,P. V. Narasimha Rao,Q313465,Minister of External Affairs,1980-01-14T00:00:00Z,1984-07-19T00:00:00Z,,,,Q288528,Shyam Nandan Prasad Mishra,Q1149,Indira Gandhi,,,,,,Q275146-3f03d58c-420d-c9ba-0fca-7f0ad3961570
Q275146,P. V. Narasimha Rao,Q313465,Minister of External Affairs,1988-06-25T00:00:00Z,1989-12-02T00:00:00Z,,,,Q4593,Rajiv Gandhi,Q315338,Vishwanath Pratap Singh,,,,,,Q275146-bba90143-4607-fae4-078e-1bb46574ea53
Q275146,P. V. Narasimha Rao,Q313465,Minister of External Affairs,1992-03-31T00:00:00Z,1993-01-18T00:00:00Z,,,,Q6727271,Madhav Singh Solanki,Q5278104,Dinesh Singh,,,,,,Q275146-d01195a2-4bf8-8f5f-4d92-c23293170772
Q275146,P. V. Narasimha Rao,Q3440901,Minister of Home Affairs,1984-07-19T00:00:00Z,1984-12-31T00:00:00Z,,,,,,,,,,,,,Q275146-8affb2bf-4a97-d09b-8c2f-17ea6245a04a
Q275146,P. V. Narasimha Rao,Q3440901,Minister of Home Affairs,1986-03-12T00:00:00Z,1986-05-12T00:00:00Z,,,,,,,,,,,,,Q275146-1fe7d95e-4435-2999-e844-85b86304187a
Q275146,P. V. Narasimha Rao,Q192711,Prime minister of India,1991-06-21T00:00:00Z,1996-05-16T00:00:00Z,,,,Q334279,Chandra Shekhar,Q233289,Atal Bihari Vajpayee,,,,,,Q275146-b7e6b61d-4a1b-d176-f60e-2ca62dd67d29
Q7199798,Piyush Goyal,Q18128069,Minister of Coal,2014-05-26T00:00:00Z,2019-05-31T00:00:00Z,,,,Q7504174,Shriprakash Jaiswal,Q7238224,Pralhad Joshi,,,,,,Q7199798-D50EBB93-22D2-4F39-A0C6-7CDC590E490F
Q7199798,Piyush Goyal,Q18128069,Minister of Coal,2017-09-03T00:00:00Z,,,,,Q7504174,Shriprakash Jaiswal,,,,,,,,Q7199798-5b7f85b4-4bcf-f2d5-6267-08b38683c514
Q7199798,Piyush Goyal,Q6866058,Minister of Commerce and Industry,2019-05-30T00:00:00Z,,,,,Q7645772,Suresh Prabhu,,,,,,,,Q7199798-AA90BDC8-50C9-4FAA-AED7-1D962090F2B5
Q7199798,Piyush Goyal,Q16878665,"Minister of Consumer Affairs, Food and Public Distribution",2020-10-08T00:00:00Z,,,,,Q6036905,Ram Vilas Paswan,,,,,,,,Q7199798-A43D4688-271F-4E1B-B82B-202A506D6D7E
Q7199798,Piyush Goyal,Q1416501,Minister of Finance,2018-05-14T00:00:00Z,2018-08-23T00:00:00Z,,,,Q3629480,Arun Jaitley,Q3629480,Arun Jaitley,,,,,,Q7199798-C2C6545B-1194-411A-8032-37ED5D70B5B2
Q7199798,Piyush Goyal,Q1416501,Minister of Finance,2019-01-23T00:00:00Z,2019-02-15T00:00:00Z,,,,Q3629480,Arun Jaitley,Q3629480,Arun Jaitley,,,,,,Q7199798-d9ad253e-467e-2612-bb92-a33cafe04150
Q7199798,Piyush Goyal,Q6866301,Minister of Railways,2017-09-03T00:00:00Z,,,,,Q7645772,Suresh Prabhu,,,,,,,,Q7199798-9ce39221-46df-4803-98ee-8117a5060793
Q7199798,Piyush Goyal,Q6866301,Minister of Railways,2017-09-03T00:00:00Z,2021-07-07T00:00:00Z,,,,Q7645772,Suresh Prabhu,Q75184694,Ashwini Vaishnaw,,,,,,Q7199798-B37806BB-C5DC-4627-BC68-4E8ED38394E9
Q7199798,Piyush Goyal,Q6866396,Minister of Textiles,2021-07-07T00:00:00Z,,,,,Q7546539,Smriti Irani,,,,,,,,Q7199798-A24C7379-88F8-49FC-A4BE-5C0C34682F80
Q7238178,Prakash Javadekar,Q12454125,Minister of Human Resource Development,2016-07-05T00:00:00Z,,,,,,,,,,,,,,Q7238178-b004cd9d-46a3-73af-ca96-eda2e0e907ea
Q7238178,Prakash Javadekar,Q6866209,Minister of Information and Broadcasting,2014-05-26T00:00:00Z,2014-11-09T00:00:00Z,,,,,,,,,,,,,Q7238178-05071476-7137-468F-A2BA-E4867715FD34
Q57446,Pranab Mukherjee,Q3533315,Minister of Defence of India,2004-05-22T00:00:00Z,2006-10-26T00:00:00Z,,,,Q3056379,George Fernandes,Q278849,A. K. Antony,,,,,,Q57446-22C18570-ADD2-47EA-82A7-658DE237ADE0
Q57446,Pranab Mukherjee,Q313465,Minister of External Affairs,1995-02-10T00:00:00Z,1996-05-16T00:00:00Z,,,,Q5278104,Dinesh Singh,Q3629904,Sikander Bakht,,,,,,Q57446-fcdfdaa5-48d2-a0d7-bf68-2f59a396aba1
Q57446,Pranab Mukherjee,Q313465,Minister of External Affairs,2006-10-24T00:00:00Z,2009-05-22T00:00:00Z,,,,Q41914,Manmohan Singh,Q58292,S. M. Krishna,,,,,,q57446-94F02658-D9BF-44CA-84DD-60A12F888AD8
Q57446,Pranab Mukherjee,Q1416501,Minister of Finance,1982-01-15T00:00:00Z,1984-12-31T00:00:00Z,,,,Q297950,R. Venkataraman,Q315338,Vishwanath Pratap Singh,,,,,,Q57446-bbfd0700-4193-35d8-bf6f-f48408604b8b
Q57446,Pranab Mukherjee,Q1416501,Minister of Finance,2009-01-24T00:00:00Z,2012-06-26T00:00:00Z,,,,Q41914,Manmohan Singh,Q41914,Manmohan Singh,,,,,,q57446-E1153D21-B819-4843-8D96-6D4B19DEDA5A
Q19895533,Purushottam Kaushik,Q6866209,Minister of Information and Broadcasting,,,,,,,,,,,,https://www.news18.com/news/india/former-union-minister-purushottam-lal-kaushik-passes-away-1537805.html,,,Q19895533-26cd3f35-46e5-0acd-f277-687a305c9e02
Q3532049,R. K. Shanmukham Chetty,Q1416501,Minister of Finance,1947-08-15T00:00:00Z,1949-01-01T00:00:00Z,,,,,,Q6247132,John Mathai,,,,,,Q3532049-d24a2e89-47a7-5d14-9c1a-94c73ee26dde
Q297950,R. Venkataraman,Q3533315,Minister of Defence of India,1982-01-15T00:00:00Z,1984-08-02T00:00:00Z,,,,Q1149,Indira Gandhi,Q5607249,Shankarrao Chavan,,,,,,Q297950-d0c19739-40ee-e724-ba69-93f9a14472cb
Q297950,R. Venkataraman,Q1416501,Minister of Finance,1980-01-14T00:00:00Z,1982-01-15T00:00:00Z,,,,Q5712859,Hemwati Nandan Bahuguna,Q57446,Pranab Mukherjee,,,,,,Q297950-699b94cf-4be8-3787-a31e-c0fd29263110
Q297950,R. Venkataraman,Q3440901,Minister of Home Affairs,1982-06-22T00:00:00Z,1982-09-02T00:00:00Z,,,,Q334851,Zail Singh,Q7238171,Prakash Chandra Sethi,,,,,,Q297950-91149f79-48fa-a81d-46b1-58fde378fada
Q4593,Rajiv Gandhi,Q313465,Minister of External Affairs,1984-10-31T00:00:00Z,1985-09-24T00:00:00Z,,,,Q1149,Indira Gandhi,Q2604943,Bali Ram Bhagat,,,,,,Q4593-1799c5a7-467c-5fc4-ed56-fce4c22b71b7
Q4593,Rajiv Gandhi,Q313465,Minister of External Affairs,1987-07-25T00:00:00Z,1988-06-25T00:00:00Z,,,,Q3520007,N. D. Tiwari,Q275146,P. V. Narasimha Rao,,,https://www.culturalindia.net/leaders/rajiv-gandhi.html,,,Q4593-BDCB06AA-6F71-4C46-83C4-CE38EF9E3A4F
Q4593,Rajiv Gandhi,Q192711,Prime minister of India,1984-10-31T00:00:00Z,1989-12-02T00:00:00Z,,,,Q1149,Indira Gandhi,Q315338,Vishwanath Pratap Singh,,,https://www.indiainfoline.com/prime-ministers-of-india/rajiv-gandhi,,,Q4593-1f3df107-4224-eaf0-6199-5fcf4a44a4f4
Q4593,Rajiv Gandhi,Q192711,Prime minister of India,1984-10-31T00:00:00Z,1989-12-02T00:00:00Z,,,,Q1149,Indira Gandhi,Q315338,Vishwanath Pratap Singh,,,https://www.culturalindia.net/leaders/rajiv-gandhi.html,,,Q4593-1f3df107-4224-eaf0-6199-5fcf4a44a4f4
Q3506475,Rajnath Singh,Q3533315,Minister of Defence of India,2019-05-31T00:00:00Z,,,,,Q7040049,Nirmala Sitaraman,,,,,,,,Q3506475-a8e9b70b-48a0-30c3-70b2-75bf8335bafe
Q3506475,Rajnath Singh,Q3440901,Minister of Home Affairs,2014-05-26T00:00:00Z,2019-05-30T00:00:00Z,,,,Q3504490,Sushilkumar Shinde,Q4746875,Amit Shah,,,https://theprint.in/opinion/newsmaker-of-the-week/modis-one-move-showed-rajnath-singhs-44-years-of-politics-can-become-ineffective-in-a-day/247444/,,,Q3506475-46C5A97D-8010-4482-90E7-62064DE5B9CB
Q3506475,Rajnath Singh,Q3440901,Minister of Home Affairs,2014-05-26T00:00:00Z,2019-05-30T00:00:00Z,,,,Q3504490,Sushilkumar Shinde,Q4746875,Amit Shah,,,https://economictimes.indiatimes.com/topic/Home-Minister-Rajnath-Singh,,,Q3506475-46C5A97D-8010-4482-90E7-62064DE5B9CB
Q3506475,Rajnath Singh,Q6866308,Minister of Road Transport and Highways,1999-11-22T00:00:00Z,2000-10-27T00:00:00Z,,,,,,Q3630187,B. C. Khanduri,,,,,,Q3506475-4D674932-10C5-4407-B2AF-D144B03730B3
Q3530303,Ram Jethmalani,Q18128071,Minister of Law and Justice,1996-05-16T00:00:00Z,1996-06-01T00:00:00Z,,,,,,,,,,,,,Q3530303-369585D5-98E3-4DA1-91B3-B3C69ED6F8E1
Q3530303,Ram Jethmalani,Q16868002,Minister of Urban Development (India),1998-03-19T00:00:00Z,1999-06-14T00:00:00Z,,,,,,,,,,,,,Q3530303-CC477772-FA1E-4F8E-8D64-1112C46CE011
Q6036905,Ram Vilas Paswan,Q6866049,Minister of Chemicals and Fertilizers,2004-05-23T00:00:00Z,2009-05-22T00:00:00Z,,,,Q7321222,Sunder Lal Patwa,Q540605,M. K. Alagiri,,,,,,Q6036905-741DAA26-8AED-45D8-8529-DA009D43CADE
Q6036905,Ram Vilas Paswan,Q6866064,Minister of Communications and Information Technology,1999-10-13T00:00:00Z,2001-09-01T00:00:00Z,,,,Q233289,Atal Bihari Vajpayee,Q7238271,Pramod Mahajan,,,,,,Q6036905-51620EC1-3AC6-4D23-8C93-CFE19F9E98D7
Q6036905,Ram Vilas Paswan,Q6866250,Minister of Mines,2001-09-01T00:00:00Z,2002-04-29T00:00:00Z,,,,Q7321222,Sunder Lal Patwa,Q3109128,Uma Bharti,,,,,,Q6036905-AA4146C1-DABC-41AC-8071-4E4CDFF95804
Q6036905,Ram Vilas Paswan,Q6866301,Minister of Railways,1996-06-01T00:00:00Z,1998-03-19T00:00:00Z,,,,Q6121940,Jaffer Sharief,Q122304,Nitish Kumar,,,,,,Q6036905-60E9C9B4-7B0D-49E5-AAA2-F997AEB6AF4B
Q3630922,Ravi Shankar Prasad,Q18128071,Minister of Law and Justice,2014-05-26T00:00:00Z,2014-11-09T00:00:00Z,,,,Q1206954,Kapil Sibal,,,,,,,,Q3630922-a27bc9a3-4c91-d748-c257-fffd600cffec
Q58292,S. M. Krishna,Q313465,Minister of External Affairs,2009-05-23T00:00:00Z,2012-10-26T00:00:00Z,,,,Q57446,Pranab Mukherjee,Q313515,Salman Khurshid,,,,,,Q58292-fdcb45be-47c6-68ee-9e67-78323a753676
Q7396754,Sachindra Chaudhuri,Q1416501,Minister of Finance,1965-01-01T00:00:00Z,1967-03-13T00:00:00Z,,,,,,,,,,,,,Q7396754-ed75f8b8-43aa-bb72-b828-1195bbbda8f0
Q313515,Salman Khurshid,Q313465,Minister of External Affairs,2012-10-28T00:00:00Z,2014-05-26T00:00:00Z,,,,Q58292,S. M. Krishna,Q1652493,Sushma Swaraj,,,,,,Q313515-3BBAEFFF-3A95-485D-8013-C68C2FAAA43F
Q7420653,Santosh Gangwar,Q6866396,Minister of Textiles,2014-05-26T00:00:00Z,2016-07-07T00:00:00Z,,,,Q13512569,Kavuru Samba Siva Rao,Q7546539,Smriti Irani,,,,,,Q7420653-EE83FF83-CFC6-4317-8AF6-2DC39FB9CB00
Q5607249,Shankarrao Chavan,Q1416501,Minister of Finance,1988-06-25T00:00:00Z,1989-12-02T00:00:00Z,,,,Q3520007,N. D. Tiwari,Q339715,Madhu Dandavate,,,,,,Q5607249-635BDA6C-359F-4BBA-B3BF-9A5ED4180429
Q5607249,Shankarrao Chavan,Q3440901,Minister of Home Affairs,1984-12-31T00:00:00Z,1986-03-12T00:00:00Z,,,,,,,,,,,,,Q5607249-dfc5bacf-47b1-e4bd-3798-5515821bee97
Q5607249,Shankarrao Chavan,Q3440901,Minister of Home Affairs,1991-06-21T00:00:00Z,1996-05-16T00:00:00Z,,,,Q334279,Chandra Shekhar,Q2604936,Murli Manohar Joshi,,,,,,Q5607249-32F76EFE-B583-4914-B8E3-95FBE60D5095
Q982813,Sharad Pawar,Q6866034,Minister of Agriculture,2004-05-23T00:00:00Z,2014-05-26T00:00:00Z,,,,Q3506475,Rajnath Singh,Q7280187,Radha Mohan Singh,,,,,,Q982813-CCC0FA3C-86B0-4FB9-83D9-C56A9A94F938
Q982813,Sharad Pawar,Q16878665,"Minister of Consumer Affairs, Food and Public Distribution",2004-01-01T00:00:00Z,2011-01-01T00:00:00Z,,,,Q7489368,Sharad Yadav,Q6324192,K. V. Thomas,,,,,,Q982813-AFF9AA72-8C67-4B6A-8C89-83D1AFDB0AE7
Q288528,Shyam Nandan Prasad Mishra,Q313465,Minister of External Affairs,1979-07-28T00:00:00Z,1980-01-13T00:00:00Z,,,,Q233289,Atal Bihari Vajpayee,Q275146,P. V. Narasimha Rao,,,,,,Q288528-dd7041ad-4173-6e03-3ee0-f5106a85363f
Q983457,Siddhartha Shankar Ray,Q4294642,Ministry of Education,,,,,,,,,,,,,,,Q983457-AFF8BF84-8AB8-4B64-B744-4CE208DE0016
Q3629904,Sikander Bakht,Q313465,Minister of External Affairs,1996-05-21T00:00:00Z,1996-06-01T00:00:00Z,,,,Q57446,Pranab Mukherjee,Q248484,I. K. Gujral,,,,,,Q3629904-71209A1A-DC7D-4972-8F10-CE8DF4E7233D
Q6024265,Sis Ram Ola,Q6866235,Minister of Labour and Employment,,,,,,,,,,,,,,,Q6024265-2354556D-D718-4E59-BE5C-3BBDF5F0E36E
Q7546539,Smriti Irani,Q12454125,Minister of Human Resource Development,2014-05-26T00:00:00Z,2016-07-05T00:00:00Z,,,,Q755834,M. M. Pallam Raju,Q7238178,Prakash Javadekar,,,,,,Q7546539-ad76fd98-459c-d96c-d933-4070ef5cdce6
Q7546539,Smriti Irani,Q6866209,Minister of Information and Broadcasting,2017-07-18T00:00:00Z,2018-05-14T00:00:00Z,,,,Q3764667,Muppavarapu Venkaiah Naidu,Q982805,Rajyavardhan Rathore,,,,,,Q7546539-8251303d-4d1f-4a3b-1934-0be8bcf32d59
Q7546539,Smriti Irani,Q6866396,Minister of Textiles,2016-07-07T00:00:00Z,2021-07-07T00:00:00Z,,,,Q7420653,Santosh Gangwar,,,,,,,,Q7546539-1a48e0ab-4c6d-3440-6a0e-e8538f2bef7e
Q16186720,Subrahmanyam Jaishankar,Q313465,Minister of External Affairs,2019-05-30T00:00:00Z,,,,,Q1652493,Sushma Swaraj,,,,,,,,Q16186720-97dbad93-4f50-c52a-675e-c466e4c1f946
Q3530322,Subramanian Swamy,Q6866058,Minister of Commerce and Industry,1990-11-10T00:00:00Z,1991-06-21T00:00:00Z,,,,,,,,,,,,,Q3530322-4A25F0F9-E591-47F9-9E95-9B69FCF7EABC
Q7645772,Suresh Prabhu,Q108559732,Minister of Chemicals and Fertilizers,1999-10-13T00:00:00Z,2000-09-29T00:00:00Z,,,,,,Q7321222,Sunder Lal Patwa,,,,,,Q7645772-2311F624-C9AE-47BB-BFAF-CC7E81EC2239
Q7645772,Suresh Prabhu,Q18390718,Minister of Civil Aviation,2018-03-12T00:00:00Z,2019-05-30T00:00:00Z,,,,Q16887749,Pusapati Ashok Gajapati Raju,Q5655835,Hardeep Singh Puri,,,,,,Q7645772-801D32C5-BE7B-461A-BDA0-797E562FF99D
Q7645772,Suresh Prabhu,Q6866058,Minister of Commerce and Industry,1996-05-16T00:00:00Z,1996-06-01T00:00:00Z,,,,Q3521777,K. Karunakaran,Q3523458,Murasoli Maran,,,,,,Q7645772-FA186289-5E1E-4B1F-A1A7-B304F8DEEECB
Q7645772,Suresh Prabhu,Q6866058,Minister of Commerce and Industry,2017-09-03T00:00:00Z,2019-05-30T00:00:00Z,,,,Q7040049,Nirmala Sitaraman,Q7199798,Piyush Goyal,,,,,,Q7645772-04CEA769-F34A-4945-A2F2-36BA73CA7A88
Q7645772,Suresh Prabhu,Q108559737,Minister of Environment and Forests,1998-03-19T00:00:00Z,1999-10-13T00:00:00Z,,,,Q7400033,Saifuddin Soz,Q3534034,T. R. Baalu,,,,,,Q7645772-D51A3A88-56CF-40E6-A90F-0E4FEB42CC6D
Q7645772,Suresh Prabhu,Q108559711,Minister of Power,2000-09-30T00:00:00Z,2002-08-25T00:00:00Z,,,,Q3530556,Rangarajan Kumaramangalam,Q4751428,Anant Geete,,,,,,Q7645772-D1892759-E93D-45E0-A111-FDBC135B57F6
Q7645772,Suresh Prabhu,Q6866301,Minister of Railways,2014-11-09T00:00:00Z,2017-09-03T00:00:00Z,,,,Q1151446,D. V. Sadananda Gowda,Q7199798,Piyush Goyal,,,,,,Q7645772-C60C8BC6-5A0B-4032-9215-6E194E9D455B
Q3504490,Sushilkumar Shinde,Q3440901,Minister of Home Affairs,2012-07-31T00:00:00Z,2014-05-26T00:00:00Z,,,,,,,,,,,,,Q3504490-EE1C8E5A-8E52-4468-B0E8-84065D2EF097
